SubstitutionRate,Theta
5.34196417e-05 ,63.8898914732
0.00010477 ,125.30492
0.00017323 ,207.18308
0.00037315 ,446.2874
0.00020398 ,243.96008000000003
0.00029493 ,352.73627999999997
0.00037003 ,442.55587999999995
0.00038558 ,461.15367999999995
0.00036015 ,430.73940000000005
0.00014912 ,178.34752
7.07796259e-05 ,84.65243257639999
0.00017524 ,209.58704
0.00029977 ,358.52491999999995
8.93887654e-05 ,106.9089634184
9.15861265e-05 ,109.53700729399999
0.00019731 ,235.98275999999998
0.00032106 ,383.98776000000004
0.00036685 ,438.75260000000003
0.00013965 ,167.0214
9.42765566e-05 ,112.75476169359999
0.00028716 ,343.44336000000004
8.93111887e-05 ,106.81618168520001
8.91377121e-05 ,106.6087036716
0.00019319 ,231.05524
0.00035584 ,425.58464
0.00014968 ,179.01727999999997
7.83907996e-05 ,93.75539632159999
1.68116728e-05 ,20.1067606688
5.20159774e-05 ,62.211108970400005
7.65342211e-05 ,91.5349284356
0.0001968 ,235.3728
5.03838933e-05 ,60.259136386799995
0.0003701 ,442.6396
0.00030855 ,369.0258
0.00027172 ,324.97711999999996
0.00040826 ,488.27896000000004
0.00036084 ,431.56464
9.47964832e-05 ,113.37659390719999
0.00034044 ,407.16624
0.00024545 ,293.55819999999994
0.00041093 ,491.47228
0.00018653 ,223.08988
6.28966523e-05 ,75.22439615079999
0.00025635 ,306.5946
0.00020523 ,245.45508000000004
0.000294 ,351.62399999999997
0.00034927 ,417.72691999999995
0.00014057 ,168.12172
6.62140058e-05 ,79.1919509368
0.00015709 ,187.87964
0.0003637 ,434.9852
0.00032941 ,393.97436
5.16589625e-05 ,61.78411915
0.00040999 ,490.34804
0.00031795 ,380.26820000000004
0.00014836 ,177.43856
9.588551e-05 ,114.67906996
0.00016288 ,194.80448000000004
0.00013565 ,162.23739999999998
0.00026281 ,314.32076
0.00034589 ,413.68444000000005
0.00033324 ,398.55503999999996
0.00025052 ,299.62192000000005
0.00028638 ,342.51048
2.82745555e-05 ,33.816368378
9.51008532e-05 ,113.7406204272
0.00029301 ,350.43996
0.00022806 ,272.75976
8.19546287e-05 ,98.0177359252
0.00014688 ,175.66848000000002
0.00040182 ,480.57672
0.00011178 ,133.68888
0.00024934 ,298.21064
0.00014604 ,174.66384
1.94671129e-05 ,23.2826670284
0.00015569 ,186.20524
6.0801872e-05 ,72.719038912
0.00032957 ,394.16572
0.00037279 ,445.85684000000003
1.49265563e-05 ,17.852161334799998
0.00021276 ,254.46095999999997
0.00014447 ,172.78612
0.00034615 ,413.99539999999996
0.00029361 ,351.15756
0.00026289 ,314.41644
0.00034808 ,416.30368
0.00040582 ,485.36072
0.0001376 ,164.5696
0.00022038 ,263.57448
0.00026089 ,312.02444
0.00017283 ,206.70468000000002
7.3188669e-05 ,87.533648124
3.07921747e-05 ,36.8274409412
0.00029686 ,355.04455999999993
0.0002014 ,240.8744
0.00022466 ,268.69336
0.0002253 ,269.4588
0.00013408 ,160.35967999999997
0.0003001 ,358.91959999999995
0.00016478 ,197.07688000000002
0.00027251 ,325.92196
0.00012765 ,152.66940000000002
8.2544911e-05 ,98.72371355600002
0.00014753 ,176.44588
0.0002647 ,316.58119999999997
4.7313693e-05 ,56.587176828000004
0.00019914 ,238.17144
0.00019366 ,231.61736
0.00027524 ,329.18703999999997
0.00027117 ,324.31931999999995
0.0001831 ,218.98760000000001
0.00025798 ,308.54408
0.00023204 ,277.51984
0.00032211 ,385.24356
0.00037786 ,451.92055999999997
0.00010488 ,125.43648
0.00022113 ,264.47148
0.00033744 ,403.57824
0.00012942 ,154.78632
0.00022759 ,272.19764000000004
0.00021957 ,262.60571999999996
0.00015541 ,185.87036
0.00033913 ,405.59947999999997
9.82783636e-05 ,117.5409228656
0.00041258 ,493.44568
6.89548682e-05 ,82.4700223672
3.60532067e-05 ,43.1196352132
6.9446381e-05 ,83.05787167599999
0.00031677 ,378.85692
0.00041514 ,496.50744000000003
0.0002739 ,327.58439999999996
7.77644673e-05 ,93.0063028908
5.71077439e-05 ,68.3008617044
0.00015994 ,191.28824
0.00022629 ,270.64284
0.00036673 ,438.60908
0.00028817 ,344.65132
0.0002758 ,329.85679999999996
6.38663229e-05 ,76.3841221884
9.49441035e-05 ,113.553147786
0.0003959 ,473.4964
0.00039386 ,471.05656
0.00032457 ,388.18571999999995
0.00014849 ,177.59404
1.68485547e-05 ,20.150871421199998
0.00017016 ,203.51136
0.00032662 ,390.63752000000005
0.00030083 ,359.79267999999996
0.00040879 ,488.9128400000001
0.00030596 ,365.92815999999993
4.99892935e-05 ,59.787195026
0.00033949 ,406.03004000000004
0.00014377 ,171.94892
0.00011892 ,142.22832000000002
0.00028683 ,343.04868000000005
0.00039515 ,472.5994
0.00030025 ,359.09900000000005
4.5892381e-05 ,54.88728767600001
0.00021033 ,251.55468
0.0003708 ,443.4768
4.30655835e-05 ,51.506437866000006
0.00013213 ,158.02748
0.00028801 ,344.45995999999997
0.00031447 ,376.10612000000003
0.00032216 ,385.30336
0.00040356 ,482.65776000000005
0.00015062 ,180.14152
0.00015295 ,182.9282
0.00038479 ,460.20883999999995
0.0001113 ,133.1148
3.82964475e-05 ,45.802551210000004
0.00033612 ,401.99951999999996
0.00017645 ,211.0342
2.37778748e-05 ,28.438338260800002
0.0003908 ,467.39680000000004
0.00014407 ,172.30772000000002
7.22611627e-05 ,86.4243505892
0.00029613 ,354.17148000000003
0.00027954 ,334.32984
1.4556912e-05 ,17.410066752
0.00036916 ,441.51536
0.00034483 ,412.41668000000004
3.87799528e-05 ,46.380823548799995
0.00020213 ,241.74748
4.79046991e-05 ,57.29402012359999
4.69686268e-05 ,56.1744776528
0.0002815 ,336.67400000000004
9.84800666e-05 ,117.7821596536
0.00016376 ,195.85696
0.00030659 ,366.68163999999996
0.00021634 ,258.74264
3.59842034e-05 ,43.03710726640001
2.9343399e-05 ,35.094705204
0.00021234 ,253.95864
0.00027057 ,323.60172
0.00014915 ,178.3834
6.45959363e-05 ,77.2567398148
0.00027153 ,324.7498800000001
9.28722865e-05 ,111.07525465399999
0.00016174 ,193.44104
0.00029766 ,356.00136
0.00019973 ,238.87707999999998
2.75348132e-05 ,32.9316365872
4.86828139e-06 ,5.82246454244
0.00031827 ,380.65092
0.00021955 ,262.5818
0.00029263 ,349.98548
3.50973756e-05 ,41.976461217600004
0.00036725 ,439.23100000000005
0.00027567 ,329.70131999999995
0.00017478 ,209.03688
0.00037576 ,449.40896
7.66884871e-05 ,91.71943057160001
0.00022019 ,263.34724
0.00034683 ,414.80868000000004
0.00041332 ,494.33072000000004
2.94605958e-05 ,35.2348725768
0.00014732 ,176.19471999999996
6.92799889e-05 ,82.8588667244
0.0001835 ,219.466
0.00024627 ,294.53891999999996
0.0003875 ,463.45
0.00027796 ,332.44016
0.0002948 ,352.5808
3.81311136e-05 ,45.60481186559999
0.00023116 ,276.46736
0.00037745 ,451.4302
0.00034955 ,418.0618
6.48004843e-05 ,77.50137922279998
0.0003333 ,398.62680000000006
0.00013282 ,158.85272
0.00013743 ,164.36628
1.20382031e-05 ,14.397690907599998
0.00025903 ,309.79988
0.00016619 ,198.76324
0.00037704 ,450.93984
0.00011685 ,139.7526
0.00010724 ,128.25904
7.35628404e-05 ,87.98115711839999
0.0003873 ,463.21079999999995
0.00011358 ,135.84168
0.00017902 ,214.10792
0.00041491 ,496.23236
3.29687243e-05 ,39.4305942628
0.00015655 ,187.23380000000003
0.00018141 ,216.96636
