SubstitutionRate,Theta
0.00012955 ,162.7148
0.00011146 ,139.99375999999998
3.33860035e-05 ,41.932820396000004
0.00019156 ,240.59935999999996
0.00030045 ,377.3652
0.00020923 ,262.79288
0.00015902 ,199.72912
8.96410807e-05 ,112.5891973592
0.00012135 ,152.4156
5.17478751e-06 ,6.49953311256
0.0002246 ,282.0976
9.20692758e-05 ,115.6390104048
0.00030641 ,384.85096000000004
0.00032567 ,409.04152
3.82807455e-05 ,48.08061634800001
0.00029092 ,365.39552000000003
0.00016328 ,205.07968000000002
0.00019925 ,250.25799999999998
0.00018376 ,230.80255999999997
8.3890105e-05 ,105.36597187999999
0.00029127 ,365.83511999999996
0.00010208 ,128.21248
0.00024122 ,302.97231999999997
0.0001859 ,233.49039999999997
0.00031962 ,401.44272
9.73556692e-05 ,122.27872051519999
1.92132758e-05 ,24.131874404799998
0.00021937 ,275.52872
0.00036994 ,464.64464000000004
0.00013351 ,167.68856
2.07213934e-06 ,2.6026070110400004
4.29381557e-05 ,53.9303235592
2.84296223e-05 ,35.7076056088
0.00029199 ,366.73944000000006
0.00012481 ,156.76136
0.00031403 ,394.42168
0.00031473 ,395.30088
0.00038356 ,481.75136000000003
0.00027449 ,344.75944000000004
0.00029062 ,365.01872
0.00024831 ,311.87736
0.00036156 ,454.11936
0.00018372 ,230.75232000000003
0.00023327 ,292.98712
0.00038408 ,482.40448000000004
2.14870771e-05 ,26.987768837599997
0.00027673 ,347.57288
0.00025869 ,324.91464
0.0001098 ,137.90879999999999
0.0003413 ,428.6728
0.00027713 ,348.07527999999996
0.00014221 ,178.61576
0.00035233 ,442.52648
0.00013107 ,164.62392
0.00032987 ,414.31672
0.00026282 ,330.10192
0.00023196 ,291.34176
8.87254862e-05 ,111.43921066719999
0.00019167 ,240.73752000000002
0.000113 ,141.928
8.3395095e-05 ,104.74423932
9.6726478e-05 ,121.48845636799999
3.24325359e-05 ,40.7352650904
0.00034305 ,430.87080000000003
7.3987596e-05 ,92.92842057600001
0.00012469 ,156.61064
0.00011389 ,143.04584
0.00025415 ,319.21240000000006
7.81828919e-05 ,98.1977122264
0.00023975 ,301.126
0.00026242 ,329.59952000000004
0.00021679 ,272.28824
0.00028811 ,361.86616
1.39934064e-05 ,17.5757184384
0.00036167 ,454.25752000000006
0.0001001 ,125.7256
0.00012386 ,155.56816
6.89486486e-05 ,86.5995026416
0.00033797 ,424.49032
0.00016362 ,205.50672000000003
0.00034657 ,435.29192
0.00010921 ,137.16776000000002
0.00036893 ,463.37608
3.35610688e-05 ,42.1527024128
0.00015519 ,194.91864000000004
