SubstitutionRate,Theta
7.40698701e-05 ,69.9219573744
9.47673024e-05 ,89.4603334656
5.76792784e-05 ,54.4492388096
0.00016051 ,151.52143999999998
7.51632914e-05 ,70.9541470816
0.00013561 ,128.01584
6.49785802e-05 ,61.339779708799995
0.00019482 ,183.91008000000002
0.00019775 ,186.67600000000002
0.00017317 ,163.47248
0.00015343 ,144.83792
0.00017613 ,166.26672000000002
0.00013217 ,124.76848000000001
1.97905731e-05 ,18.6823010064
5.12204222e-05 ,48.352078556799995
1.92566392e-05 ,18.178267404800003
0.00010594 ,100.00736
0.00016997 ,160.45168
0.00017136 ,161.76384000000002
0.00010799 ,101.94256
8.3737757e-05 ,79.048442608
0.00010464 ,98.78016
4.36060778e-05 ,41.1641374432
5.10925279e-05 ,48.231346337599994
0.00020616 ,194.61504
0.00011337 ,107.02128
8.78867195e-05 ,82.965063208
0.00017659 ,166.70096
0.00016227 ,153.18288
9.65554292e-05 ,91.1483251648
2.1979895e-06 ,2.074902088
0.00012397 ,117.02768
9.63859902e-06 ,9.09883747488
0.00017736 ,167.42784
0.00021126 ,199.42944
0.00018379 ,173.49776
8.44469149e-06 ,7.97178876656
0.00010367 ,97.86448
3.34496153e-05 ,31.5764368432
5.21391807e-05 ,49.2193865808
0.00017981 ,169.74063999999998
0.00018479 ,174.44176000000002
4.06302046e-06 ,3.8354913142400004
0.000208 ,196.352
4.14218139e-06 ,3.9102192321600002
0.00016398 ,154.79712
4.28193529e-05 ,40.4214691376
8.97194184e-05 ,84.6951309696
3.17578507e-05 ,29.9794110608
0.00011193 ,105.66192
0.00011533 ,108.87152
0.00020512 ,193.63327999999998
1.51665827e-06 ,1.43172540688
0.00019458 ,183.68352000000002
5.79341606e-05 ,54.6898476064
0.00018657 ,176.12207999999998
4.422228e-06 ,4.174583232
7.46665778e-05 ,70.4852494432
0.00014091 ,133.01904000000002
2.15627007e-06 ,2.0355189460800003
7.64187177e-05 ,72.1392695088
5.79384702e-06 ,5.4693915868800005
4.44350573e-05 ,41.9466940912
0.00012163 ,114.81872
1.67391742e-05 ,15.801780444799999
5.88659062e-05 ,55.5694154528
8.90424671e-05 ,84.0560889424
0.000172 ,162.36800000000002
3.68394554e-07 ,0.347764458976
9.29711093e-05 ,87.76472717920001
0.00010871 ,102.62224
0.0001566 ,147.83040000000003
0.00020281 ,191.45264
0.00013156 ,124.19263999999998
0.00017561 ,165.77584000000002
0.00010811 ,102.05584000000002
9.97861752e-05 ,94.19814938879999
3.21656308e-05 ,30.364355475199996
0.00014841 ,140.09903999999997
6.79544818e-05 ,64.1490308192
7.54608516e-05 ,71.23504391040001
0.00011557 ,109.09808000000001
7.40862508e-05 ,69.93742075520001
0.00013527 ,127.69488
0.00011781 ,111.21264
1.78648311e-05 ,16.8644005584
0.00012687 ,119.76528
0.00014901 ,140.66544
0.00019564 ,184.68416
0.00017999 ,169.91055999999998
0.00010282 ,97.06208
0.00012137 ,114.57328
0.0001921 ,181.34240000000003
2.04192969e-05 ,19.275816273599997
0.00011817 ,111.55248
6.58757849e-05 ,62.1867409456
0.00020864 ,196.95616
0.00014915 ,140.79760000000002
0.00010988 ,103.72671999999999
3.24696899e-05 ,30.6513872656
0.00012873 ,121.52111999999998
0.00021135 ,199.5144
4.69473891e-05 ,44.3183353104
1.32295019e-06 ,1.24886497936
0.00010427 ,98.43088
0.00021061 ,198.81583999999998
0.00013163 ,124.25872000000003
9.02066323e-05 ,85.1550608912
0.00020102 ,189.76288
0.0001558 ,147.0752
4.51828779e-05 ,42.6526367376
5.76423831e-05 ,54.4144096464
0.00015177 ,143.27087999999998
2.54003064e-05 ,23.9778892416
2.74329461e-05 ,25.8967011184
0.00018832 ,177.77408000000003
0.00017303 ,163.34032
9.98192696e-05 ,94.2293905024
5.39371384e-05 ,50.9166586496
9.13449518e-05 ,86.2296344992
5.23968964e-06 ,4.94626702016
0.00019553 ,184.58031999999997
0.00015717 ,148.36847999999998
3.79929602e-05 ,35.8653544288
9.48036114e-06 ,8.949460916160001
3.4511781e-05 ,32.579121264
0.00010672 ,100.74368
1.78395564e-05 ,16.8405412416
6.03232478e-05 ,56.9451459232
5.14440917e-05 ,48.5632225648
0.00018915 ,178.55759999999998
0.00018929 ,178.68975999999998
8.19277303e-05 ,77.3397774032
1.96125263e-05 ,18.514224827200003
1.04199939e-05 ,9.836474241600001
6.90394254e-05 ,65.17321757760001
0.00020063 ,189.39472
9.23662367e-05 ,87.1937274448
0.00013455 ,127.01520000000001
6.18383383e-05 ,58.3753913552
7.46604712e-05 ,70.47948481280001
0.00010047 ,94.84368
0.00013478 ,127.23232000000002
6.68381794e-05 ,63.09524135359999
4.79711412e-05 ,45.284757292799995
0.00020084 ,189.59296
0.0001747 ,164.9168
0.00015049 ,142.06256000000002
7.14654313e-05 ,67.46336714719999
0.00014039 ,132.52816
9.09329166e-05 ,85.8406732704
4.10937465e-05 ,38.792496696
0.00010021 ,94.59824
1.40007225e-05 ,13.21668204
8.54721491e-05 ,80.68570875040001
8.63583308e-05 ,81.5222642752
2.2241059e-05 ,20.995559696
0.0001822 ,171.9968
8.29627534e-05 ,78.3168392096
2.71986785e-05 ,25.675552504
0.00014821 ,139.91024
9.38745667e-05 ,88.6175909648
