SubstitutionRate,Theta
0.00020482 ,165.49456
7.39562472e-05 ,59.75664773759999
6.74648269e-05 ,54.5115801352
0.00015851 ,128.07608000000002
0.00024082 ,194.58255999999997
0.00011064 ,89.39712
0.00011369 ,91.86152
0.00023978 ,193.74224
0.00014041 ,113.45127999999998
0.00022741 ,183.74728
0.00020624 ,166.64192
0.00015806 ,127.71247999999999
0.00022276 ,179.99007999999998
0.00021844 ,176.49952
0.00023153 ,187.07624
6.4672996e-05 ,52.255780767999994
8.66055648e-05 ,69.9772963584
4.79827173e-05 ,38.7700355784
0.0001792 ,144.7936
0.00012722 ,102.79376
0.00011373 ,91.89384
2.27791014e-05 ,18.405513931199998
3.73263225e-05 ,30.15966858
0.00021054 ,170.11632
0.0001428 ,115.3824
3.44732876e-05 ,27.8544163808
0.00016896 ,136.51968
0.00012855 ,103.8684
7.74185688e-05 ,62.5542035904
0.00012965 ,104.75720000000001
0.00024586 ,198.65487999999996
0.00010222 ,82.59375999999999
8.32435256e-06 ,6.72607686848
8.84836945e-05 ,71.494825156
0.00013072 ,105.62176000000001
9.54779004e-05 ,77.1461435232
0.00013233 ,106.92264
9.82914331e-05 ,79.4194779448
0.00023116 ,186.77728
0.00024448 ,197.53984
6.03144114e-05 ,48.7340444112
8.39543641e-05 ,67.8351261928
6.33208639e-05 ,51.163258031199994
0.00014587 ,117.86296
0.00024353 ,196.77224
0.00020025 ,161.802
0.00016469 ,133.06952
0.00024241 ,195.86728000000002
0.00023045 ,186.2036
8.08541782e-05 ,65.33017598560001
0.00024656 ,199.22048
0.00017782 ,143.67856
4.45974997e-05 ,36.0347797576
6.2989021e-05 ,50.895128968
7.34607566e-05 ,59.3562913328
0.00019894 ,160.74352
5.49859316e-05 ,44.4286327328
9.73493333e-05 ,78.65826130640001
0.00021879 ,176.78232
6.31878044e-05 ,51.055745955199995
3.5408835e-05 ,28.610338679999998
0.00017996 ,145.40768
0.00022255 ,179.8204
0.00024064 ,194.43712
0.00016688 ,134.83904
1.72035711e-05 ,13.900485448800001
