SubstitutionRate,Theta
1.33261273e-05 ,4.3176652452
0.00012768 ,41.36832
0.00012542 ,40.63608
0.00035451 ,114.86124
0.00013405 ,43.4322
0.00022825 ,73.95299999999999
0.00032507 ,105.32268
0.00027881 ,90.33444
0.00037248 ,120.68352000000002
7.75243505e-05 ,25.117889562
0.00035076 ,113.64623999999999
0.00036648 ,118.73951999999998
0.000165 ,53.46
0.0001394 ,45.1656
7.6037702e-06 ,2.4636215448
0.00037177 ,120.45348
6.21580182e-05 ,20.139197896800002
0.00029644 ,96.04656
0.00026659 ,86.37516
0.0003656 ,118.45439999999999
0.0002884 ,93.4416
0.00011458 ,37.12392
0.00038054 ,123.29496
0.00011717 ,37.963080000000005
0.00017407 ,56.39868
9.32123386e-05 ,30.2007977064
0.00036186 ,117.24263999999998
0.0003026 ,98.04239999999999
4.32578533e-05 ,14.015544469199998
0.00010027 ,32.48748
0.00037607 ,121.84668
0.00037247 ,120.68028000000001
1.15534379e-05 ,3.7433138796
4.48159072e-05 ,14.5203539328
9.26230986e-05 ,30.0098839464
0.00013615 ,44.1126
3.99218841e-05 ,12.934690448400001
0.0001347 ,43.642799999999994
0.0003045 ,98.658
0.00036866 ,119.44583999999999
0.00036001 ,116.64324
0.00024464 ,79.26336
0.00021291 ,68.98284
0.00034583 ,112.04892
0.00028427 ,92.10347999999999
0.00039051 ,126.52524000000001
0.00031304 ,101.42496
8.78975019e-05 ,28.478790615599998
0.00038961 ,126.23363999999998
0.00024042 ,77.89608
0.00025386 ,82.25064
0.00020872 ,67.62527999999999
0.0001144 ,37.0656
0.00034961 ,113.27363999999999
0.00023364 ,75.69936
0.00026798 ,86.82552
0.00037251 ,120.69324
0.00033457 ,108.40068000000001
0.00019973 ,64.71252
0.00023615 ,76.5126
0.0003475 ,112.58999999999999
0.00033654 ,109.03896
0.00031834 ,103.14216
0.00030806 ,99.81144
0.00016221 ,52.55604000000001
0.00012813 ,41.514120000000005
0.00015163 ,49.12812
0.00031599 ,102.38076
0.00039164 ,126.89135999999999
0.00019427 ,62.94348
9.12821406e-05 ,29.575413554399997
0.00018246 ,59.11704
6.04232294e-05 ,19.5771263256
0.00031976 ,103.60224
6.1467505e-05 ,19.915471619999998
0.00031577 ,102.30948
0.00012932 ,41.89968
0.00029781 ,96.49044
0.00015122 ,48.99528
0.00035833 ,116.09892
0.00010944 ,35.45856
7.31369205e-06 ,2.3696362241999998
9.82641657e-05 ,31.8375896868
0.00033066 ,107.13383999999999
0.00037343 ,120.99132
0.00017608 ,57.04992000000001
0.000162 ,52.488
0.00015836 ,51.30864
0.00027756 ,89.92943999999999
1.46645212e-05 ,4.7513048688
7.95608042e-05 ,25.7777005608
0.00015162 ,49.12487999999999
0.00030487 ,98.77788
0.00015947 ,51.66828
0.00022319 ,72.31356
0.00010486 ,33.97464
0.00036368 ,117.83232
0.00038525 ,124.82100000000001
0.00036808 ,119.25792000000001
0.00027653 ,89.59572
0.00019201 ,62.21124
0.00012669 ,41.04756
9.24599432e-05 ,29.9570215968
0.00031732 ,102.81168
5.18503414e-05 ,16.7995106136
0.00028225 ,91.449
0.00015046 ,48.749039999999994
0.00020387 ,66.05388
0.0003508 ,113.6592
4.67932182e-05 ,15.1610026968
0.00033943 ,109.97532
6.01942881e-05 ,19.5029493444
0.00037565 ,121.7106
9.43661446e-05 ,30.5746308504
0.00021829 ,70.72596
0.00027364 ,88.65935999999999
0.00023187 ,75.12588
5.66179121e-05 ,18.3442035204
0.00012918 ,41.85432000000001
0.00033212 ,107.60687999999999
0.00035471 ,114.92603999999999
0.00037592 ,121.79808000000001
0.00013768 ,44.60832
0.00010374 ,33.611760000000004
0.00014085 ,45.635400000000004
0.00018106 ,58.66344
6.80716534e-05 ,22.0552157016
0.00011167 ,36.18108
0.00020928 ,67.80672
0.00014798 ,47.94552
0.00022558 ,73.08792
0.00036738 ,119.03112
0.00015587 ,50.50188
1.40005642e-05 ,4.536182800800001
0.00021135 ,68.47739999999999
0.00015554 ,50.39496
0.00033751 ,109.35324000000001
0.00036014 ,116.68536
3.13378453e-05 ,10.1534618772
1.56525136e-05 ,5.071414406400001
0.00037367 ,121.06908
0.00038594 ,125.04456
0.00029016 ,94.01183999999999
7.21078413e-05 ,23.362940581199997
0.00018296 ,59.279039999999995
0.00033709 ,109.21716
0.00033817 ,109.56707999999999
0.00015321 ,49.640040000000006
0.00024339 ,78.85836
0.00034487 ,111.73788
0.00021093 ,68.34132
0.00026271 ,85.11804
0.00025804 ,83.60495999999999
0.00017638 ,57.147119999999994
3.34213841e-05 ,10.8285284484
0.00039052 ,126.52847999999999
0.00032324 ,104.72975999999998
9.96755516e-05 ,32.2948787184
0.00024781 ,80.29044
0.00033071 ,107.15004
0.00034291 ,111.10284
0.0003468 ,112.36320000000002
0.00011267 ,36.50508
0.00011624 ,37.66176
0.00021092 ,68.33808
0.00017049 ,55.23876
0.00025674 ,83.18375999999999
0.00022923 ,74.27051999999999
0.0003298 ,106.8552
2.79268849e-05 ,9.0483107076
0.00039269 ,127.23156
0.00029486 ,95.53463999999998
9.62513181e-05 ,31.185427064400002
0.00033754 ,109.36296
0.00026461 ,85.73363999999998
0.00016927 ,54.84348
0.00024793 ,80.32932
7.80572963e-05 ,25.2905640012
0.00020378 ,66.02472
0.0001845 ,59.778000000000006
0.00034659 ,112.29515999999998
1.70497138e-05 ,5.524107271199999
0.00036307 ,117.63468
4.96409968e-05 ,16.0836829632
0.00029844 ,96.69456000000001
5.56444448e-05 ,18.0288001152
0.00037052 ,120.04848000000001
0.00020592 ,66.71808
9.87196921e-05 ,31.985180240400002
0.00034312 ,111.17088
0.00010071 ,32.63004
0.000289 ,93.636
0.00028539 ,92.46636
0.00024236 ,78.52463999999999
0.00021638 ,70.10712000000001
0.00039179 ,126.93995999999999
4.36209468e-05 ,14.1331867632
0.00037324 ,120.92976
0.00016796 ,54.41904
4.77867703e-05 ,15.482913577200001
9.81482493e-05 ,31.8000327732
0.00020159 ,65.31515999999999
0.00013719 ,44.449560000000005
9.69544477e-05 ,31.4132410548
0.00020797 ,67.38228000000001
0.00035824 ,116.06976
0.00033103 ,107.25372
0.00018468 ,59.83632
0.00022764 ,73.75536
0.00012589 ,40.78836
0.00036114 ,117.00935999999999
4.09886032e-05 ,13.280307436800001
0.00026569 ,86.08356
0.00019593 ,63.48132
0.00013846 ,44.86104
0.00018914 ,61.28136
0.00038316 ,124.14384
0.00034464 ,111.66336
0.00010786 ,34.94664
7.23534111e-05 ,23.4425051964
0.0001619 ,52.455600000000004
6.68782355e-05 ,21.668548301999998
0.00020254 ,65.62296
9.043444e-05 ,29.300758560000002
0.00021547 ,69.81228
0.00018816 ,60.96384
5.80231234e-05 ,18.7994919816
1.84545282e-05 ,5.9792671368
9.61013069e-05 ,31.136823435599997
0.0002667 ,86.4108
0.00026959 ,87.34716
0.00037217 ,120.58308
1.46525879e-05 ,4.7474384795999995
0.00036926 ,119.64023999999999
0.00029826 ,96.63624000000002
0.00033199 ,107.56476
9.92586114e-05 ,32.1597900936
0.00022049 ,71.43876
0.00029562 ,95.78088
0.00017356 ,56.23344000000001
0.00024126 ,78.16824
0.0002158 ,69.9192
0.00014298 ,46.32552
0.00012102 ,39.210480000000004
0.00015751 ,51.033240000000006
0.00034881 ,113.01444000000001
0.00019525 ,63.261
0.00038169 ,123.66756000000001
2.11315837e-05 ,6.846633118800001
