SubstitutionRate,Theta
6.37567011e-05 ,73.44771966719999
6.26445087e-05 ,72.16647402240001
3.20912623e-05 ,36.9691341696
8.83212918e-05 ,101.7461281536
2.84217751e-05 ,32.741884915199996
4.92794284e-05 ,56.7699015168
2.80856805e-05 ,32.354703936
5.54371741e-06 ,6.3863624563200005
7.25240029e-05 ,83.5476513408
0.00010361 ,119.35872
8.80799475e-05 ,101.46809952000001
6.69439523e-06 ,7.711943304959999
6.16259267e-05 ,70.9930675584
8.885601e-05 ,102.36212352
7.11159653e-05 ,81.9255920256
4.30548876e-05 ,49.5992305152
9.43445666e-05 ,108.6849407232
5.23300256e-05 ,60.2841894912
9.82474456e-05 ,113.1810573312
2.01331891e-05 ,23.1934338432
3.97240857e-05 ,45.762146726400005
7.45207367e-05 ,85.84788867840001
6.01618362e-06 ,6.930643530240001
2.41468207e-05 ,27.817137446399997
4.08373706e-05 ,47.044650931199996
7.04057272e-05 ,81.10739773440001
2.0373523e-05 ,23.470298496
6.40136439e-05 ,73.7437177728
5.34816242e-05 ,61.610831078400004
6.01059494e-06 ,6.924205370880001
2.79882745e-05 ,32.242492224
5.97812951e-05 ,68.8680519552
9.8857702e-05 ,113.884072704
9.95885988e-05 ,114.72606581760002
6.49703214e-05 ,74.84581025279999
9.77379994e-05 ,112.5941753088
6.92879728e-05 ,79.8197446656
3.55851347e-05 ,40.9940751744
3.05699007e-05 ,35.216525606400005
3.74668901e-05 ,43.1618573952
1.07817558e-05 ,12.420582681600001
4.45644789e-07 ,0.513382796928
9.31103851e-05 ,107.26316363520002
7.39159523e-05 ,85.15117704960001
0.00010156 ,116.99712
3.06347885e-05 ,35.291276352
3.55316281e-05 ,40.932435571199996
3.94944609e-05 ,45.4976189568
1.24309075e-05 ,14.320405440000002
1.21052908e-05 ,13.9452950016
1.70008273e-05 ,19.5849530496
2.39679162e-05 ,27.6110394624
1.55134988e-05 ,17.8715506176
0.00010195 ,117.4464
1.22642102e-05 ,14.1283701504
2.65728022e-05 ,30.611868134399998
3.35993937e-05 ,38.7065015424
6.4540384e-06 ,7.4350522368
1.74662467e-05 ,20.1211161984
1.61177037e-05 ,18.567594662399998
5.89572944e-05 ,67.9188031488
7.49997063e-05 ,86.3996616576
2.25171898e-05 ,25.9398026496
5.4549737e-05 ,62.841297024
3.40500377e-05 ,39.22564343039999
4.85612113e-05 ,55.9425154176
5.69278984e-06 ,6.558093895680001
3.58153948e-05 ,41.2593348096
5.17088755e-05 ,59.568624576000005
4.77398395e-05 ,54.996295104
9.18205256e-05 ,105.7772454912
4.33018012e-05 ,49.883674982399995
1.92115357e-06 ,2.2131689126399996
0.00010279 ,118.41407999999998
7.23230772e-05 ,83.3161849344
2.69069598e-06 ,3.0996817689600005
1.96759215e-05 ,22.666661568000002
5.90154877e-05 ,67.98584183039999
2.10038146e-05 ,24.1963944192
9.01638803e-05 ,103.86879010560001
5.09520706e-05 ,58.6967853312
3.78963894e-05 ,43.6566405888
9.86895018e-05 ,113.69030607360001
1.35103657e-05 ,15.5639412864
4.28808867e-05 ,49.398781478400004
