SubstitutionRate,Theta
7.68851241e-06 ,9.16470679272
1.58708084e-05 ,18.9180036128
1.30499527e-05 ,15.555543618400002
0.00029087 ,346.71703999999994
0.0003552 ,423.39840000000004
7.61520802e-05 ,90.7732795984
5.58639016e-05 ,66.58977070719999
0.00027207 ,324.30744000000004
0.00021438 ,255.54095999999998
0.00024032 ,286.46144
0.00038441 ,458.21672
0.00031447 ,374.84824000000003
0.00027442 ,327.10864
0.0003315 ,395.14799999999997
0.00029149 ,347.45608
4.48811549e-05 ,53.4983366408
0.00032338 ,385.46896
0.00037963 ,452.51896000000005
8.12071368e-05 ,96.79890706559999
0.00025569 ,304.78247999999996
0.00022849 ,272.36008
0.00011998 ,143.01616
0.00031684 ,377.6732799999999
0.00026629 ,317.41767999999996
0.00037614 ,448.35888000000006
6.91914501e-05 ,82.47620851920001
0.00025523 ,304.23416000000003
0.00030676 ,365.65792
0.00038251 ,455.95192000000003
0.00021437 ,255.52904
0.00023824 ,283.98208
0.00031435 ,374.70520000000005
0.00028086 ,334.78512
8.58772476e-05 ,102.3656791392
0.00037214 ,443.59088
1.1947669e-05 ,14.241621447999998
9.08478492e-05 ,108.2906362464
9.34833844e-05 ,111.43219420480001
0.0002148 ,256.0416
0.00039073 ,465.75016000000005
0.00012959 ,154.47128
5.79646086e-06 ,6.90938134512
0.0002621 ,312.4232
0.00022884 ,272.77728
0.00020023 ,238.67416
0.00010405 ,124.02759999999999
3.09703844e-06 ,3.69166982048
0.00018584 ,221.52128000000002
0.00041152 ,490.53184
0.00022872 ,272.63424
0.00014281 ,170.22951999999998
0.00038141 ,454.64072
0.00015033 ,179.19336
2.25451582e-05 ,26.8738285744
0.00036999 ,441.02808
0.00029424 ,350.73408
0.00030864 ,367.89888
0.00022057 ,262.91944
0.00021634 ,257.87728
8.34257852e-05 ,99.4435359584
9.24421818e-05 ,110.1910807056
0.000339 ,404.088
0.00017519 ,208.82648
0.00020021 ,238.65032
0.00040885 ,487.3492
0.00035671 ,425.19831999999997
3.58807365e-05 ,42.76983790800001
0.00033281 ,396.70952
0.00012389 ,147.67688
0.00032953 ,392.79976000000005
1.59993647e-05 ,19.0712427224
0.00031545 ,376.01640000000003
0.00012179 ,145.17368
0.00029449 ,351.03208
1.92076941e-05 ,22.895571367200002
0.00036753 ,438.09576000000004
2.41207718e-05 ,28.751959985600003
0.00010212 ,121.72704
0.00024134 ,287.67728
0.00036729 ,437.80968
0.00036939 ,440.31288
0.00038189 ,455.21288
0.00020655 ,246.2076
0.00031486 ,375.31311999999997
0.00021032 ,250.70144000000002
0.00040476 ,482.47392
0.00038335 ,456.95320000000004
0.00026474 ,315.57008
0.0001825 ,217.54
0.00011549 ,137.66407999999998
0.00033282 ,396.72144000000003
0.00025822 ,307.79824
0.00040571 ,483.60632000000004
