SubstitutionRate,Theta
0.00236375 ,472.75
0.0020813 ,416.25999999999993
0.00201987 ,403.974
0.00013396 ,26.791999999999998
0.00237088 ,474.17600000000004
0.00169001 ,338.002
0.00102893 ,205.78599999999997
0.00193141 ,386.282
0.00159102 ,318.204
0.00216986 ,433.972
0.00178814 ,357.628
0.00219637 ,439.274
0.00058058 ,116.116
0.00209412 ,418.82400000000007
0.00213343 ,426.68600000000004
0.00219793 ,439.586
0.00052989 ,105.978
0.00182205 ,364.40999999999997
0.00091033 ,182.066
0.00067594 ,135.188
0.00141772 ,283.544
6.16211202e-05 ,12.32422404
0.00130797 ,261.594
0.00203195 ,406.38999999999993
0.0023134 ,462.68
0.00157801 ,315.602
0.00135386 ,270.772
9.3646553e-05 ,18.7293106
0.00028947 ,57.894
0.00193186 ,386.372
0.00088488 ,176.976
0.00232655 ,465.31
0.0018318 ,366.35999999999996
0.00240123 ,480.246
0.00183195 ,366.39
0.00013772 ,27.544
0.00131875 ,263.75
3.69364348e-05 ,7.38728696
0.00239972 ,479.9440000000001
0.00057438 ,114.876
0.00048105 ,96.21000000000001
0.00237286 ,474.57200000000006
0.00055844 ,111.68800000000002
0.0013291 ,265.82
0.00034919 ,69.838
0.00233753 ,467.50600000000003
0.00205168 ,410.336
0.00178274 ,356.54800000000006
0.0018878 ,377.56
0.00185519 ,371.038
0.00119368 ,238.73599999999996
0.0017289 ,345.78000000000003
0.00119697 ,239.39399999999998
0.00039086 ,78.172
0.00058907 ,117.814
0.00205982 ,411.96399999999994
0.00080442 ,160.88400000000001
0.0021258 ,425.1600000000001
0.00205981 ,411.96200000000005
0.00112852 ,225.704
0.00201055 ,402.10999999999996
0.00046389 ,92.778
0.00168883 ,337.766
0.00067768 ,135.536
0.0013698 ,273.96
6.35040512e-05 ,12.700810240000001
0.00125985 ,251.97000000000003
0.00135965 ,271.93
0.00155951 ,311.902
0.00199567 ,399.13400000000007
0.00136265 ,272.53
0.0018562 ,371.23999999999995
0.00036285 ,72.57000000000001
0.00147015 ,294.03
0.00076851 ,153.702
0.00063276 ,126.55199999999999
0.00217209 ,434.41799999999995
0.00016254 ,32.507999999999996
0.00120496 ,240.99200000000002
0.00165875 ,331.75000000000006
8.93991859e-05 ,17.87983718
0.00236918 ,473.8359999999999
0.00164408 ,328.816
0.00136686 ,273.372
0.00072251 ,144.502
0.00032763 ,65.526
0.00186805 ,373.61
0.00116808 ,233.616
0.00092719 ,185.43800000000002
0.00131293 ,262.586
0.0004037 ,80.74
0.00233287 ,466.57399999999996
0.00151227 ,302.454
0.00214213 ,428.426
0.00093783 ,187.56599999999997
0.00118658 ,237.316
0.00048918 ,97.83599999999998
0.00203635 ,407.27000000000004
0.0021352 ,427.03999999999996
0.00018658 ,37.316
0.00027656 ,55.312000000000005
0.00184081 ,368.16200000000003
0.00127167 ,254.33399999999997
0.00232954 ,465.908
0.00127953 ,255.906
8.89184282e-05 ,17.783685639999998
0.00110369 ,220.738
0.00121045 ,242.09
0.00069168 ,138.33599999999998
0.00156696 ,313.39200000000005
0.00198611 ,397.222
0.00222773 ,445.54599999999994
6.12550379e-05 ,12.251007580000001
0.00102075 ,204.15
0.00235645 ,471.29
0.00241703 ,483.406
0.00108491 ,216.98199999999997
0.00052732 ,105.464
0.00175151 ,350.30199999999996
4.64142846e-05 ,9.28285692
0.00158828 ,317.656
0.0011897 ,237.94
0.00132196 ,264.392
0.00096794 ,193.588
0.00016762 ,33.524
0.00065171 ,130.342
0.0004767 ,95.34
0.00010139 ,20.278000000000002
0.00113308 ,226.616
0.00126097 ,252.194
0.00214698 ,429.396
0.00229814 ,459.62800000000004
0.00232956 ,465.912
0.00137246 ,274.492
0.00097213 ,194.426
0.00039941 ,79.88199999999999
0.0020662 ,413.23999999999995
0.00173796 ,347.592
0.00108657 ,217.31400000000002
0.00108872 ,217.74400000000003
0.00033757 ,67.514
0.00080854 ,161.708
0.00171715 ,343.43
0.00159397 ,318.794
0.00130253 ,260.50600000000003
0.00111018 ,222.03600000000003
0.00038827 ,77.654
0.00154793 ,309.586
0.00041726 ,83.452
0.00231386 ,462.772
0.00225086 ,450.17199999999997
0.0024475 ,489.50000000000006
0.00145337 ,290.67400000000004
0.00159489 ,318.978
